,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19,Obj010,Obj110,Obj011,Obj111,Obj012,Obj112,Obj013,Obj113,Obj014,Obj114
213,213,40,46,26,20,6,8,34,10,5,23,34,36,33,39,7,7,13,11,28,44,26,49,12,30,17,7,17,1,11,44
214,214,19,40,27,48,6,38,24,46,28,25,48,36,7,22,32,22,39,28,16,1,10,6,4,35,29,4,26,40,20,47
215,215,8,14,5,26,18,19,40,9,14,3,3,17,20,42,37,33,10,18,15,38,20,26,49,33,10,27,41,39,38,19
216,216,4,5,49,47,5,26,27,36,30,16,48,20,46,49,24,27,16,17,40,22,29,48,34,33,4,42,4,30,22,4
217,217,31,12,3,47,21,12,22,7,7,33,28,28,6,15,30,19,20,17,23,24,19,38,13,46,40,44,22,7,41,27
218,218,16,41,30,46,24,38,26,12,16,29,42,7,45,7,8,42,9,28,20,39,41,19,44,10,23,4,23,27,40,19
219,219,41,15,43,23,43,7,23,28,32,14,32,46,31,12,22,41,11,19,33,4,41,2,29,22,15,47,2,35,1,14
220,220,30,40,18,47,37,39,20,27,11,27,19,42,3,39,42,34,9,24,17,28,39,11,17,14,41,22,27,12,36,17
221,221,5,47,24,25,26,32,11,25,26,31,43,5,37,32,30,40,40,13,12,45,25,38,44,41,18,8,22,18,43,38
222,222,36,45,45,11,13,28,5,35,4,40,36,37,45,34,11,30,40,20,2,30,14,28,20,3,47,43,7,3,47,38
223,223,25,43,4,37,19,49,30,19,38,20,28,38,20,20,8,47,11,25,4,6,44,38,41,4,34,6,37,34,5,39
224,224,36,39,4,5,4,33,31,8,10,28,18,18,33,13,29,28,10,37,21,40,13,30,44,31,19,1,18,11,2,38
225,225,33,43,17,8,43,44,35,45,5,46,13,1,3,39,34,2,45,36,38,42,30,1,15,18,16,22,21,31,32,46
226,226,35,41,36,46,26,9,12,39,37,30,30,49,13,29,36,9,27,23,31,44,45,26,7,25,39,18,26,31,45,37
227,227,44,40,1,35,41,14,22,44,21,27,8,28,40,8,37,34,19,10,47,28,32,36,22,11,41,45,47,26,8,21
228,228,21,30,38,38,36,16,25,47,29,3,38,29,42,42,27,33,16,28,46,24,15,32,3,26,21,14,2,32,21,9
229,229,9,20,23,3,20,44,45,24,9,28,30,10,26,40,31,8,23,49,4,27,13,19,40,32,40,30,28,2,32,44
230,230,17,39,25,20,7,37,3,35,36,47,26,17,36,21,16,20,4,41,31,1,36,4,21,42,1,41,16,38,13,22
231,231,47,49,34,1,10,14,23,25,43,5,45,16,5,4,16,34,22,42,43,20,29,31,42,2,21,6,24,29,3,22
232,232,19,23,14,14,32,3,24,33,42,12,12,33,28,45,35,7,26,20,33,13,30,43,10,19,44,34,35,2,49,36
233,233,19,39,34,46,15,41,21,7,49,20,34,42,45,10,49,6,20,28,6,29,31,2,17,41,3,12,31,27,1,32
234,234,42,32,34,49,8,45,31,11,46,38,47,5,28,1,19,3,34,31,39,4,8,28,43,34,27,33,43,6,32,29
235,235,38,39,14,15,4,5,2,6,16,40,30,40,40,42,5,35,36,39,43,23,5,15,3,28,34,23,18,19,48,21
236,236,3,34,15,22,48,30,39,30,4,13,22,2,36,48,6,31,33,31,36,34,8,14,41,49,33,14,33,29,28,30
237,237,20,6,23,38,45,20,36,38,43,39,43,29,19,47,26,11,14,35,29,36,3,7,2,42,3,29,49,6,26,23
238,238,13,11,48,27,1,17,38,14,39,48,36,15,26,39,34,37,48,3,26,11,36,44,44,38,40,8,26,10,43,1
239,239,33,41,28,35,8,46,30,15,46,40,11,49,10,22,47,43,40,6,46,15,46,26,15,30,22,18,23,28,2,15
240,240,1,28,34,37,35,20,3,16,19,22,23,49,48,22,29,46,48,22,27,42,36,38,11,39,36,47,14,12,16,22
241,241,10,16,38,25,32,8,18,40,31,3,7,23,32,49,2,13,27,17,2,27,30,49,44,2,40,39,13,9,48,28
242,242,27,37,11,42,34,19,17,19,28,15,46,16,22,29,40,14,23,34,28,30,24,22,18,21,46,11,16,25,34,27
243,243,22,8,42,36,39,49,25,23,8,40,16,7,27,14,10,23,8,20,16,23,38,2,38,36,37,30,25,18,3,23
244,244,6,19,28,38,13,35,41,7,48,18,10,2,8,22,16,46,31,12,10,30,10,23,28,12,49,15,35,34,45,34
245,245,6,30,32,48,43,26,29,17,14,4,39,27,38,39,30,29,28,2,15,13,25,5,15,36,25,1,27,25,41,22
246,246,22,42,34,15,45,26,19,32,35,13,41,9,39,25,41,36,19,47,2,11,32,28,39,49,1,38,49,8,23,48
247,247,13,25,21,41,19,40,45,43,14,32,1,4,15,46,10,13,18,7,18,38,16,19,38,2,2,43,16,48,19,25
248,248,27,8,36,31,47,42,23,12,32,13,43,6,7,44,46,25,11,27,8,37,4,46,21,49,36,40,15,28,30,37
249,249,38,37,1,15,48,13,8,19,37,47,19,42,39,14,38,8,40,47,29,33,26,6,30,20,36,40,28,25,15,40
250,250,22,2,28,21,38,21,26,46,15,41,30,40,8,8,28,47,30,8,37,41,6,37,46,16,13,15,42,12,20,44
251,251,47,14,32,3,42,2,37,18,14,46,40,30,14,4,10,39,11,6,15,30,12,25,31,15,24,26,8,7,28,25
252,252,24,38,20,38,39,24,29,11,48,14,10,29,45,34,25,13,15,39,18,37,26,38,5,49,1,26,31,11,47,20
253,253,6,36,42,45,7,21,8,31,36,23,7,35,34,48,4,16,36,30,39,43,33,16,32,7,11,18,37,45,19,13
254,254,17,34,3,45,6,42,33,5,35,31,7,34,33,2,42,42,9,44,16,23,4,24,13,28,34,5,24,26,10,34
255,255,20,26,6,6,2,9,37,9,4,42,3,31,11,34,24,38,17,30,18,36,7,19,17,25,11,16,2,17,8,44
256,256,41,13,46,6,4,43,38,33,33,2,3,14,15,17,5,41,44,38,3,43,6,37,27,34,46,12,49,8,44,43
257,257,16,1,3,31,14,18,42,2,32,3,31,20,44,36,9,12,24,19,25,25,12,42,5,1,18,4,16,33,8,38
258,258,15,38,22,37,37,13,6,2,43,34,4,48,41,12,9,35,37,18,24,25,8,42,29,5,41,5,45,36,17,37
259,259,14,1,24,38,4,24,21,24,20,49,29,19,22,37,26,35,23,8,48,31,5,6,38,40,2,49,37,44,20,45
260,260,37,30,11,29,7,33,38,47,40,11,3,1,21,24,40,25,36,45,35,43,29,15,22,48,40,18,30,7,34,48
261,261,1,24,2,31,49,38,33,44,26,15,31,30,22,41,23,28,10,32,13,25,3,37,15,31,42,12,4,27,43,31
262,262,19,10,23,45,3,42,44,45,24,14,27,15,30,5,35,31,31,23,27,40,35,3,46,24,45,10,10,22,31,28
263,263,26,26,20,40,36,38,41,43,1,15,35,43,22,44,20,38,5,10,9,6,12,27,15,15,9,2,30,39,18,31
264,264,9,34,31,29,5,15,2,43,11,17,47,24,46,26,26,25,30,22,36,7,33,38,9,10,3,1,3,37,11,25
265,265,34,2,46,6,4,16,30,25,5,31,42,10,28,46,32,11,40,38,32,33,42,39,39,2,31,29,20,29,10,2
266,266,14,33,3,5,1,33,28,32,24,26,20,26,48,24,23,27,31,13,27,22,4,13,7,13,9,39,17,42,8,3
267,267,43,34,23,38,19,2,20,44,17,45,26,29,30,19,11,30,6,49,13,12,14,4,40,25,4,41,45,36,42,17
268,268,32,42,26,20,28,37,8,12,18,26,42,41,19,44,9,48,47,4,23,36,29,22,45,12,1,29,32,9,35,30
269,269,24,5,11,35,15,30,26,28,6,32,15,31,37,11,28,9,15,13,45,22,48,25,44,47,28,3,12,10,20,46
270,270,4,4,4,49,13,1,39,5,4,4,13,9,16,30,47,29,29,7,33,48,40,8,15,4,8,22,30,41,41,11
271,271,47,16,14,17,7,34,48,26,12,26,33,27,15,5,34,14,45,21,36,15,8,42,25,8,45,22,14,16,46,26
272,272,7,49,46,15,6,18,10,36,5,10,20,39,6,26,20,15,48,44,14,47,40,44,5,16,22,2,27,17,6,43
273,273,26,22,44,40,8,13,4,25,45,9,22,32,19,15,39,15,30,14,30,15,17,37,10,41,12,7,12,41,10,38
274,274,18,43,39,24,7,25,27,9,27,36,32,15,46,6,36,10,39,40,31,1,24,15,22,40,28,49,32,36,23,14
275,275,23,42,32,5,5,41,5,15,31,10,31,17,47,49,15,2,44,40,22,6,16,30,44,13,21,5,35,12,22,27
276,276,2,13,11,36,19,32,18,44,23,26,27,21,12,6,49,1,47,18,36,19,38,15,29,25,27,27,27,34,23,9
277,277,6,23,10,45,40,48,32,21,16,25,9,2,48,1,4,8,39,29,28,20,34,27,17,45,1,23,26,5,25,45
278,278,24,43,29,7,34,24,47,47,13,38,22,21,49,44,41,45,47,21,35,20,37,47,33,46,16,33,28,37,44,14
279,279,11,15,1,24,11,28,5,13,11,46,3,20,22,36,1,5,16,12,23,19,31,11,12,4,18,35,14,10,30,43
280,280,47,31,48,47,49,47,23,6,14,6,11,27,16,19,8,7,1,35,22,18,45,48,49,44,16,38,1,23,15,35
281,281,42,45,14,1,39,43,14,19,45,21,14,33,3,41,22,17,11,28,26,36,46,43,17,16,3,30,13,12,46,43
282,282,12,19,4,15,42,6,11,31,14,47,14,33,28,29,41,4,17,34,17,21,25,14,39,23,33,49,36,6,39,41
283,283,8,49,26,42,5,25,20,12,38,42,25,6,18,3,9,32,20,5,3,35,44,33,41,48,47,24,15,24,42,41
284,284,28,12,42,36,16,25,40,4,40,31,28,29,13,29,19,1,18,12,44,16,20,48,43,41,12,49,31,28,13,35
285,285,15,23,46,35,15,6,44,12,30,10,13,20,28,32,6,6,41,7,11,40,46,5,39,46,46,2,36,21,20,39
286,286,25,41,35,28,10,37,11,17,2,18,38,32,16,24,17,22,5,24,15,49,40,32,25,8,28,37,34,30,21,20
287,287,42,33,6,20,45,14,29,36,31,7,16,8,1,49,6,24,13,23,47,21,37,33,7,28,7,37,17,3,31,41
288,288,24,23,35,2,47,11,4,32,34,42,31,18,4,35,46,13,48,44,8,35,30,9,26,9,30,4,15,27,15,45
289,289,19,28,11,20,1,23,37,34,42,36,24,47,46,16,13,20,22,12,7,32,14,4,8,17,2,6,18,44,6,3
290,290,11,27,18,49,38,23,35,24,46,22,12,41,8,33,32,38,28,36,8,36,22,2,29,3,40,32,6,18,44,6
291,291,35,42,48,38,13,7,28,28,45,31,39,12,7,39,14,27,7,8,28,37,46,45,32,4,42,3,18,4,35,47
292,292,30,4,39,38,14,45,46,2,8,13,9,25,39,42,25,21,46,25,11,44,21,5,42,46,13,9,33,3,43,10
293,293,20,15,24,11,14,2,1,18,48,39,40,38,14,18,10,47,12,38,26,24,47,18,23,9,28,11,20,27,1,5
294,294,13,27,15,47,24,47,21,49,34,13,19,35,42,42,24,12,14,7,15,36,17,24,14,15,40,9,14,5,15,31
295,295,34,13,46,7,2,33,10,33,40,13,5,39,32,17,31,23,33,28,38,26,26,4,3,6,38,28,30,49,12,16
296,296,17,30,41,21,7,22,37,10,14,42,45,7,15,47,6,43,42,48,43,18,38,11,7,11,18,35,29,20,13,33
297,297,49,45,28,20,12,44,30,20,44,21,39,10,24,13,37,48,23,48,18,22,25,17,49,6,48,39,4,12,45,39
298,298,18,27,43,46,2,24,39,35,23,14,28,5,2,27,18,37,42,39,31,17,28,17,41,30,4,34,41,39,48,49
299,299,5,47,30,9,40,18,4,43,36,31,15,46,30,38,31,1,49,1,39,29,30,28,8,4,31,12,48,13,39,6
300,300,48,7,35,47,41,5,41,43,22,25,33,29,25,9,4,12,26,11,38,20,29,20,49,19,34,24,45,23,49,45
301,301,40,45,23,17,38,22,7,27,47,5,38,39,38,17,10,37,16,49,47,19,42,36,36,41,45,7,32,37,39,48
302,302,23,26,40,14,34,15,40,13,44,1,33,34,3,46,42,40,5,6,8,23,40,42,38,35,14,11,42,30,36,28
303,303,41,5,37,25,2,18,27,11,42,48,14,46,49,35,21,22,46,38,35,25,10,19,36,24,44,31,47,35,2,25
304,304,8,27,29,17,12,38,15,24,6,12,27,3,45,6,46,49,14,14,36,1,38,16,36,37,20,49,25,39,1,15
305,305,28,23,41,24,8,33,23,8,33,43,6,31,16,9,40,14,45,36,35,29,23,14,37,19,19,17,24,25,27,21
306,306,38,33,31,40,2,8,16,16,28,30,2,2,4,22,35,10,16,17,5,34,28,29,20,2,9,29,37,21,3,16
307,307,47,48,30,49,46,35,7,33,14,30,5,12,24,43,38,42,24,16,35,46,23,44,19,23,21,47,6,25,16,22
308,308,3,34,27,47,23,7,5,32,44,30,44,7,28,26,14,45,30,11,2,1,7,34,38,12,36,31,29,16,35,49
309,309,13,1,26,15,27,38,21,28,14,23,45,39,28,5,31,35,28,6,26,3,27,30,35,25,19,40,21,42,44,9
310,310,22,7,27,42,16,13,38,20,29,46,47,27,10,40,12,3,7,32,42,33,10,29,45,46,13,33,12,24,1,39
311,311,4,41,22,17,27,29,29,13,34,16,27,35,5,33,21,46,29,22,42,21,8,25,16,3,39,41,45,9,12,42
312,312,14,14,32,24,13,26,1,12,2,21,19,29,29,31,48,3,9,13,14,45,1,21,41,9,20,45,26,17,15,3
313,313,5,43,7,29,41,47,35,44,2,42,31,16,4,41,34,42,39,20,15,21,11,1,7,44,47,30,6,44,21,47
314,314,24,32,11,44,24,45,13,2,18,3,48,24,28,31,4,9,14,18,32,7,29,49,43,32,6,28,31,49,34,32
315,315,28,34,37,5,24,3,19,44,45,44,11,16,45,3,31,20,13,15,16,49,49,7,27,27,42,24,6,42,44,23
316,316,5,5,14,5,4,38,8,33,40,23,10,36,20,2,33,15,29,38,18,27,49,7,33,47,49,29,31,48,25,15
317,317,42,11,13,16,1,20,29,35,49,33,38,10,16,3,38,22,41,1,36,49,33,18,34,49,36,36,14,47,23,4
318,318,9,37,11,17,42,5,44,2,48,8,30,18,34,9,31,22,14,30,8,47,18,37,6,3,5,25,40,49,5,26
319,319,13,43,48,29,33,40,38,46,35,37,9,42,25,12,34,20,38,44,22,42,7,10,10,37,18,23,35,21,41,26
320,320,39,9,49,44,16,11,41,16,22,16,29,29,14,39,34,10,24,35,44,12,25,39,7,28,49,19,16,4,11,27
321,321,33,35,47,43,30,16,38,9,14,22,4,6,4,34,49,25,6,17,14,4,47,20,27,18,23,13,34,12,13,41
322,322,27,18,30,8,18,16,42,24,11,1,45,35,23,34,17,21,30,42,30,39,36,26,19,31,43,44,34,5,30,27
323,323,41,12,46,12,35,33,19,43,40,9,44,9,48,3,23,8,6,29,15,26,48,45,47,32,44,17,26,16,37,14
324,324,6,12,22,38,20,7,26,37,24,6,33,32,41,20,29,42,42,20,11,42,8,41,24,37,24,21,21,26,38,31
325,325,46,49,28,37,6,47,49,49,9,19,47,19,37,8,32,46,27,12,38,28,19,23,13,15,25,8,35,38,4,47
326,326,45,38,24,18,17,26,13,13,17,27,14,47,44,39,37,31,39,34,8,30,4,34,11,31,8,16,15,46,16,7
327,327,20,16,30,44,49,47,15,7,8,23,36,47,20,47,41,7,4,12,36,43,42,8,2,24,10,48,27,39,11,36
328,328,46,43,25,33,10,14,8,42,26,28,20,31,47,24,47,38,48,47,4,35,25,32,42,18,16,45,30,47,19,31
329,329,27,47,5,36,16,4,24,44,28,22,19,24,9,11,24,34,39,49,21,43,9,11,35,3,35,18,17,34,15,27
330,330,27,8,24,40,16,39,26,31,20,1,31,18,32,49,25,41,36,38,31,14,14,33,26,4,37,48,28,3,36,49
331,331,26,32,40,32,22,27,13,6,36,30,37,14,28,21,37,4,15,16,11,2,15,2,5,4,7,33,47,19,40,11
332,332,35,15,18,38,8,35,41,42,42,12,33,2,34,10,21,49,19,1,49,7,17,31,34,31,46,18,29,18,18,9
333,333,32,15,31,23,20,25,42,5,25,21,32,16,38,32,27,9,37,9,47,43,34,6,8,8,14,16,34,43,14,36
334,334,29,10,40,23,41,3,49,28,21,40,48,33,12,45,42,31,27,23,14,24,30,15,37,42,47,11,39,24,28,43
335,335,32,11,2,32,48,23,11,37,10,48,5,37,4,21,14,43,6,4,47,33,38,44,36,5,42,44,49,39,47,31
336,336,30,38,6,32,26,11,6,13,35,47,43,26,47,2,17,45,21,5,48,25,1,25,43,21,46,16,29,42,41,2
337,337,8,17,30,29,16,46,26,9,24,45,17,46,3,12,6,19,2,38,29,33,33,42,31,5,20,6,4,9,30,3
338,338,26,8,13,13,37,49,12,20,9,23,47,49,28,15,13,29,4,14,30,2,17,8,14,18,26,6,16,37,36,43
339,339,29,25,47,49,4,4,27,8,42,5,49,19,43,30,17,39,18,35,6,5,38,34,4,11,10,31,49,28,39,10
340,340,21,3,17,4,32,45,12,37,33,30,46,14,10,32,45,2,17,34,25,26,6,17,14,37,35,32,26,17,15,11
341,341,34,30,16,43,12,36,16,23,2,43,49,47,12,25,22,15,33,25,42,44,8,20,28,26,11,35,47,30,1,30
342,342,36,28,2,37,32,23,44,33,44,1,43,14,24,22,5,23,43,48,32,7,31,45,34,27,43,2,16,41,31,8
343,343,9,27,34,4,30,39,24,46,17,1,5,8,14,12,10,44,16,45,28,25,41,33,36,20,39,12,35,38,34,7
344,344,38,23,22,18,4,9,25,15,18,16,10,16,42,17,31,33,3,29,15,6,7,28,1,1,18,4,26,30,21,29
345,345,40,49,1,44,3,26,27,26,6,40,44,25,40,22,28,46,11,27,35,36,42,26,12,33,30,19,21,7,4,25
346,346,10,45,39,25,18,40,7,37,13,8,34,39,37,22,21,25,9,22,34,7,2,14,6,34,25,47,19,33,11,49
347,347,33,25,18,30,17,41,48,43,27,11,6,38,27,38,10,37,39,47,42,16,36,22,3,27,45,19,35,3,4,20
348,348,44,44,25,28,13,14,34,3,11,25,20,23,12,39,22,18,19,40,10,33,38,35,32,11,40,27,17,20,40,3
349,349,5,38,31,33,8,11,49,30,34,48,24,44,10,46,18,1,16,49,25,4,17,22,23,33,19,1,46,43,45,12
350,350,32,10,42,1,38,13,41,6,40,40,24,9,7,9,39,34,14,31,45,23,41,12,35,41,38,5,2,48,27,20
351,351,2,33,18,49,44,13,18,6,17,3,8,12,34,25,5,21,24,30,40,1,29,16,16,45,43,18,9,7,49,10
352,352,38,28,37,40,20,20,31,43,48,19,40,2,1,17,47,15,2,46,37,1,35,25,49,13,49,40,42,29,17,2
353,353,20,15,40,45,41,7,30,40,19,40,39,9,31,3,49,11,25,26,4,43,9,39,26,1,40,3,13,28,21,16
354,354,1,3,8,18,37,14,34,43,29,20,20,9,35,48,47,26,23,14,28,41,33,41,49,9,46,49,25,21,11,43
355,355,44,30,42,32,15,35,27,9,26,26,34,32,45,26,48,8,49,21,8,48,41,17,1,33,33,45,21,40,22,34
356,356,21,43,35,33,9,4,48,26,20,45,2,7,8,44,35,49,36,36,43,27,15,34,6,40,19,37,44,11,17,19
357,357,17,24,31,32,37,3,39,35,15,30,14,35,37,3,23,8,8,1,31,12,39,48,2,42,24,22,2,3,20,24
358,358,42,18,40,6,21,12,31,10,31,45,41,16,16,9,38,15,14,36,34,16,3,10,28,49,11,6,42,20,37,47
359,359,22,27,25,36,9,46,19,23,31,19,24,7,48,35,39,19,15,15,35,36,39,8,49,36,25,15,26,23,30,29
360,360,27,23,11,39,34,18,19,27,40,11,36,28,6,44,46,41,1,35,44,41,43,8,14,2,17,32,30,43,24,26
361,361,19,29,27,3,6,12,24,8,16,32,12,20,47,18,9,17,19,26,21,23,39,15,4,40,38,34,15,28,4,37
362,362,16,11,43,19,36,30,41,47,49,20,27,35,37,44,35,48,35,34,21,31,19,32,38,40,44,33,33,44,34,41
363,363,26,45,32,12,7,24,7,8,21,5,3,38,21,39,43,2,34,30,6,29,44,48,12,45,48,48,13,13,48,36
364,364,17,24,17,19,32,14,6,24,3,2,15,19,8,7,15,3,10,22,44,44,15,25,12,31,16,44,7,19,18,10
365,365,6,21,32,8,13,47,34,15,31,26,3,33,28,2,33,21,13,37,40,28,17,20,7,43,13,45,3,49,42,46
366,366,48,26,39,47,46,33,4,32,34,11,39,3,19,14,39,21,15,21,27,29,5,35,33,1,31,41,34,21,31,29
367,367,48,5,21,34,10,16,9,22,1,43,11,10,14,34,5,37,15,47,28,14,29,25,1,16,9,3,1,14,36,18
368,368,32,15,29,38,34,44,19,46,46,26,20,25,6,37,47,17,22,34,7,10,15,8,48,30,49,11,48,41,33,15
369,369,13,17,3,25,29,40,26,44,46,1,39,1,3,32,26,41,36,28,46,27,13,45,20,41,30,30,9,34,23,37
370,370,23,48,37,21,27,29,6,44,2,5,44,47,5,8,37,47,1,16,37,1,36,7,21,7,16,24,7,20,44,36
371,371,36,47,33,22,19,35,31,28,13,19,15,4,20,22,49,18,10,34,46,5,37,42,15,46,5,1,31,28,47,13
372,372,20,21,42,30,1,13,35,25,46,30,18,19,18,31,4,13,39,33,1,1,10,1,19,30,31,7,44,14,41,42
373,373,39,38,49,38,48,43,48,44,2,43,11,26,18,24,32,31,11,1,2,13,3,9,12,33,16,35,36,42,37,26
374,374,17,19,17,18,26,5,38,8,9,21,4,14,29,14,32,14,11,24,10,40,12,8,48,23,49,16,42,18,4,39
375,375,1,40,33,18,39,33,13,17,48,32,30,18,45,24,48,16,34,16,11,41,38,13,49,40,48,44,41,35,7,36
376,376,34,6,34,4,4,28,11,15,2,41,8,10,10,21,2,11,8,14,33,22,3,36,33,9,16,21,12,1,8,11
377,377,10,46,30,36,17,15,31,12,18,17,34,10,31,30,25,8,12,12,13,37,27,37,12,46,9,30,29,19,10,45
378,378,6,28,46,16,16,49,23,11,17,24,13,25,13,5,16,5,14,24,17,45,14,21,16,46,15,34,14,28,23,46
379,379,27,29,17,15,44,47,41,34,40,24,3,11,14,19,11,9,25,42,46,18,47,38,9,34,23,31,36,6,14,45
380,380,6,5,16,25,31,27,34,39,39,31,27,2,17,46,39,7,20,37,29,26,43,46,12,31,39,44,12,43,2,37
381,381,18,43,20,9,33,29,3,33,42,36,44,48,35,17,9,27,45,18,36,35,34,34,10,28,16,45,10,35,5,12
382,382,30,35,3,14,35,27,39,4,35,21,42,18,25,22,8,24,38,29,24,42,36,30,11,22,1,43,7,47,34,20
383,383,1,5,49,33,37,43,29,6,44,9,23,41,3,48,46,3,12,2,20,33,30,26,24,46,21,11,29,38,31,40
384,384,13,29,38,28,47,14,26,15,39,35,14,8,38,32,34,6,2,10,44,45,9,20,6,32,12,25,45,25,1,37
385,385,34,26,49,13,41,12,47,14,27,13,29,43,27,19,36,36,43,21,18,8,29,5,16,3,43,40,40,10,6,49
386,386,32,8,5,7,3,33,24,3,44,33,3,28,15,16,37,35,28,21,17,45,15,13,17,34,29,3,16,37,22,47
387,387,39,37,27,19,29,45,29,7,29,18,42,44,12,29,9,10,41,45,11,49,40,12,16,21,44,9,11,8,47,39
388,388,25,7,36,13,46,29,49,1,43,44,2,13,10,23,43,1,28,14,17,22,20,2,7,25,49,17,45,6,10,37
389,389,26,35,48,21,3,5,28,4,2,38,27,48,26,48,31,2,42,14,47,40,18,49,34,46,12,5,35,16,44,8
390,390,37,28,15,33,18,2,4,40,36,19,49,46,37,2,14,10,23,9,19,12,33,8,1,16,21,45,6,33,2,21
391,391,49,18,41,43,29,27,32,47,27,29,2,1,48,43,40,48,49,4,3,2,10,20,28,36,4,34,35,36,44,42
392,392,25,13,32,30,25,20,21,36,43,9,1,4,16,11,25,26,30,35,11,28,32,19,19,1,16,42,19,26,32,2
393,393,23,29,40,44,12,13,12,19,33,41,32,37,24,17,48,39,5,8,12,10,45,14,7,27,22,40,25,44,43,30
394,394,2,36,1,32,8,41,37,40,7,41,9,13,30,34,27,44,6,28,23,12,27,15,38,26,27,33,48,26,46,18
395,395,27,15,40,14,24,24,28,35,18,13,49,49,34,30,1,5,27,13,35,11,33,26,45,39,42,26,41,26,7,13
396,396,48,32,24,42,14,16,23,44,29,34,38,36,22,31,23,21,30,6,34,7,43,31,39,30,20,27,24,2,40,26
397,397,6,9,2,14,7,42,5,35,24,45,41,13,6,24,26,24,13,7,22,42,7,2,31,20,19,40,42,11,34,34
398,398,31,33,29,17,18,24,19,44,38,5,29,4,26,34,32,1,29,42,15,24,15,3,22,20,43,42,25,42,40,46
399,399,9,28,36,32,40,29,3,29,14,30,41,25,39,9,3,32,23,18,37,38,7,19,32,22,22,25,35,11,20,8
400,400,19,37,11,38,34,31,43,10,34,45,33,35,37,40,7,38,34,43,14,28,19,13,49,3,16,35,26,6,12,20
401,401,5,16,11,30,6,26,9,23,20,17,35,40,33,32,30,18,16,39,25,42,26,1,1,3,2,32,28,8,33,48
402,402,27,29,21,23,29,10,31,49,2,28,44,23,34,32,45,1,14,41,41,26,32,15,13,30,19,32,34,44,4,11
403,403,7,38,3,46,40,22,12,24,21,22,29,45,14,18,36,22,16,22,34,2,3,6,27,13,28,17,7,10,16,28
404,404,12,48,20,3,40,28,36,6,36,36,1,33,21,30,37,32,41,17,31,22,8,33,12,26,29,13,18,42,9,42
405,405,10,46,24,16,30,18,49,5,13,22,33,33,45,30,21,2,32,30,18,4,44,33,35,12,17,15,14,2,48,22
406,406,31,8,12,46,19,26,5,35,13,46,30,4,37,44,29,11,39,9,20,9,6,27,25,5,17,5,23,25,45,21
407,407,5,35,10,48,25,41,5,33,10,37,3,21,15,32,40,23,32,45,9,11,4,27,30,37,42,16,48,13,37,18
408,408,45,11,41,40,34,11,23,2,23,38,40,24,47,8,2,35,31,41,49,45,27,29,39,17,45,31,49,4,24,47
409,409,8,3,42,31,8,11,3,31,38,12,22,11,30,22,2,33,21,16,11,2,8,8,19,39,28,39,11,28,31,33
410,410,1,5,47,35,14,36,16,30,20,33,39,21,23,32,18,35,42,43,31,14,20,19,30,36,23,5,47,42,37,44
411,411,47,18,14,17,19,38,5,30,47,5,25,42,27,37,16,33,47,12,1,7,12,33,17,14,4,37,7,40,49,42
412,412,41,31,28,33,3,34,7,32,8,27,21,29,3,36,14,16,13,2,20,29,32,48,9,12,38,41,32,28,40,7
413,413,4,19,30,25,49,20,30,24,1,36,28,2,36,36,2,21,46,3,48,47,38,8,36,17,39,21,17,34,39,48
414,414,33,11,5,2,13,15,39,22,14,46,18,24,5,19,34,18,27,9,41,7,35,23,48,36,43,27,20,27,19,17
415,415,21,18,15,25,28,32,28,25,41,40,47,27,49,47,45,47,39,48,47,28,38,31,6,20,22,13,21,31,37,10
416,416,27,6,46,10,43,27,48,45,7,34,45,25,30,48,1,3,10,20,7,22,26,44,6,35,7,13,27,48,24,15
417,417,35,46,41,30,34,7,17,5,15,26,7,36,32,47,34,19,33,26,21,10,33,13,35,14,46,38,4,32,34,25
418,418,7,48,31,11,32,5,28,15,40,40,43,16,21,22,39,5,42,7,48,26,9,16,30,28,21,39,14,1,32,10
419,419,21,5,33,43,17,44,35,19,37,23,16,42,12,39,23,4,38,17,19,26,46,32,20,6,49,6,31,21,44,37
420,420,45,3,8,4,17,14,7,3,12,43,6,4,11,20,48,43,10,12,18,26,42,43,39,49,45,15,19,15,42,21
421,421,15,33,20,16,29,47,38,45,1,18,18,35,4,17,2,12,9,11,15,30,15,41,45,30,18,42,36,27,15,17
422,422,10,41,19,40,33,44,10,14,40,38,6,9,36,49,12,29,31,19,1,32,32,10,26,47,14,23,43,13,2,8
423,423,36,19,11,10,43,21,41,2,27,40,10,13,22,41,44,39,31,5,23,30,9,30,41,40,42,7,11,31,37,38
424,424,5,26,31,13,28,32,6,37,24,21,37,5,2,33,34,19,38,21,9,35,33,11,29,16,8,9,24,8,20,37
425,425,18,6,40,45,14,43,32,37,38,23,7,26,15,29,30,14,33,39,33,24,31,3,38,34,27,21,10,6,42,6
426,426,41,35,49,40,24,12,12,36,40,4,25,45,15,48,35,38,45,15,36,36,4,16,43,41,2,31,20,44,23,15
427,427,7,29,15,34,20,31,45,6,18,39,41,30,36,16,8,48,32,28,10,45,3,15,10,19,25,42,28,21,21,17
428,428,5,25,26,33,40,18,15,42,17,34,17,39,40,3,31,28,34,9,32,41,32,17,1,13,24,39,31,43,31,31
